Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
British Columbia,1990,Industrial Sources,Mining and Rock Quarrying,Potash,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Mining and Rock Quarrying,Silica Production,49,5,1,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Mining and Rock Quarrying,Other Minerals,881,71,19,,102,,68,,,,,,,
British Columbia,1990,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,2321,1749,1407,15114,99,46,20,68,,,2910,,,
British Columbia,1990,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,2321,1749,1407,15114,99,46,20,68,,,2910,,,
British Columbia,1990,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Pulp and Paper Industry,all subsectors,81910,59515,32171,35077,27734,7147,109912,1765,,,30.1,,,
British Columbia,1990,Industrial Sources,Wood Industry,all subsectors,82399,45170,26508,740,9437,69082,704379,2486,2488.8,74.2,185.7,1.163,,147.6
British Columbia,1990,Industrial Sources,Wood Industry,Sawmills,68167,37755,21694,588,7569,59412,617614,1996,2263.4,65.8,168.4,1.027,,134.1
British Columbia,1990,Industrial Sources,Wood Industry,Panel Board Mills,8871,4856,3099,109,1457,7125,63438,340,225.3,8.4,17.3,0.136,,13.5
British Columbia,1990,Industrial Sources,Wood Industry,Other Wood Products,5362,2559,1715,43,411,2544,23327,151,,,,,,
British Columbia,1990,Industrial Sources,Upstream Petroleum Industry,all subsectors,405,405,405,15160,17106,16616,22514,15,,,,,,
British Columbia,1990,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,405,405,405,15160,17106,16616,22514,15,,,,,,
British Columbia,1990,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Downstream Petroleum Industry,all subsectors,569,389,246,12776,1448,12017,11164,5,,,5.2,,,
British Columbia,1990,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,550,385,241,12571,1237,6067,11095,5,,,3,,,
British Columbia,1990,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,19,5,5,204,211,5950,69,,,,2.2,,,
British Columbia,1990,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,all subsectors,2360,944,641,917,4357,2817,1996,40,,,16,,,
British Columbia,1990,Industrial Sources,Other Industries,Metal Fabrication,154,98,49,13,36,276,25,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Glass Manufacture,56,53,51,235,293,46,20,,,,2.6,,,
British Columbia,1990,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,36,19,14,8,125,98,27,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Electronics,9,,,,5,3,1,,,,0.2,,,
British Columbia,1990,Industrial Sources,Other Industries,Plastics Manufacture,386,147,102,,1,1424,1,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Food Preparation,1000,348,229,53,543,54,262,2,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Textiles ,,,,,3,,1,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Abrasives Manufacture,131,,,,,,,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Bakeries,,1,,,,53,,,,,,,,
British Columbia,1990,Industrial Sources,Other Industries,Other (Other Industries),588,278,196,608,3352,862,1660,38,,,13.3,,,
British Columbia,1990,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,435,441,427,16,5556,1124,23711,,,,,,,
British Columbia,1990,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,419,424,410,15,5077,1091,15405,,,,,,,
British Columbia,1990,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,12,12,12,1,252,25,101,,,,,,,
British Columbia,1990,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,5,5,5,,227,7,8205,,,,,,,
British Columbia,1990,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
British Columbia,1990,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,231,219,215,2252,2467,120,1761,26,21.2,35.2,5.4,0.022,,0.2
British Columbia,1990,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,203,112,91,345,2482,166,760,23,,,2.1,,,
British Columbia,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,,,,,,,,,,,,,,
British Columbia,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,142,57,53,146,1899,137,568,23,,,,,,
British Columbia,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),60,55,37,199,582,30,192,,,,2.1,,,
British Columbia,1990,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,275,244,236,4137,3321,165,1257,46,33.1,52.5,7.1,0.047,0.005,0.4
British Columbia,1990,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,23769,22510,22475,299,2091,28666,142284,188,286.9,16.4,4.4,0.747,,11029
British Columbia,1990,Mobile Sources,Air Transportation,all subsectors,140,140,122,952,9781,896,13194,6,23926.9,,,,,1.9
British Columbia,1990,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,2263,2263,2195,1597,21760,2079,8005,24,,,,0.244,,57.9
British Columbia,1990,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,235,235,216,211,9233,12134,194717,96,,,,0.006,,162.7
British Columbia,1990,Mobile Sources,Light-duty diesel trucks,all subsectors,57,57,55,31,317,47,182,1,,,,0.045,,5.8
British Columbia,1990,Mobile Sources,Light-duty diesel vehicles,all subsectors,72,72,70,35,98,25,77,1,,,,0.022,,3.7
British Columbia,1990,Mobile Sources,Light-duty gasoline trucks,all subsectors,372,372,342,381,22309,14964,172530,117,,,,0.006,,57.6
British Columbia,1990,Mobile Sources,Light-duty gasoline vehicles,all subsectors,768,768,706,897,36214,32426,328522,331,,,,0.017,,49.1
British Columbia,1990,Mobile Sources,Marine Transportation,all subsectors,3323,3191,2935,24069,43665,2101,3780,53,179.4,58.6,1.3,5.98,,35.9
British Columbia,1990,Mobile Sources,Motorcycles,all subsectors,2,2,2,3,50,191,1297,1,,,,,,0.5
British Columbia,1990,Mobile Sources,Off-road use of diesel,all subsectors,2573,2573,2521,1106,20518,3629,14449,11,,,,,,
British Columbia,1990,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,1376,1324,1244,126,2460,69525,220972,17,,,,,,0.2
British Columbia,1990,Mobile Sources,Rail Transportation,all subsectors,765,765,742,1182,34167,1400,3379,11,64.3,21.4,21.4,0.259,,13
British Columbia,1990,Mobile Sources,Tire wear & Brake Lining,all subsectors,398,398,97,,,,,,,,,,,
British Columbia,1990,Incineration Sources,Crematorium,all subsectors,3,1,2,1,2,,2,,0.5,0.1,22.8,0.26,2.291,
British Columbia,1990,Incineration Sources,Industrial & Commercial Incineration,all subsectors,,,,,,,,,,,,,,
British Columbia,1990,Incineration Sources,Municipal Incineration,all subsectors,144,149,107,135,495,32,233,,,,78.4,,,
British Columbia,1990,Incineration Sources,Other Incineration & Utilities,all subsectors,,,,,,,,,,,56.3,,,
British Columbia,1990,Miscellaneous Sources,Cigarette Smoking,all subsectors,82,82,82,,,1,390,12,0.2,0.6,,0.002,,0.1
British Columbia,1990,Miscellaneous Sources,Dry Cleaning,all subsectors,,,,,,89,,,,,,,,
British Columbia,1990,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,20907,,,,,,,,
British Columbia,1990,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,1177,612,183,,,,,,,,,,,
British Columbia,1990,Miscellaneous Sources,Meat Cooking,all subsectors,809,809,809,,,,,,,,,,,0.3
British Columbia,1990,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,3567,,,,,,,,
British Columbia,1990,Miscellaneous Sources,Printing,all subsectors,2,1,1,,20,2182,4,,,,,,,
British Columbia,1990,Miscellaneous Sources,Structural Fires,all subsectors,42,42,39,,5,43,233,2,,,,,,
British Columbia,1990,Miscellaneous Sources,Surface Coatings,all subsectors,,,,,,13596,,,,,,,,
British Columbia,1990,Miscellaneous Sources,Human,all subsectors,,,,,,,,55,,,13.2,,,
British Columbia,1990,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,2,,,110.4,,,
British Columbia,1990,Open Sources,Agriculture,all subsectors,39490,10808,3836,665,259,12501,81,16042,4.2,5.7,0.3,0.008,,
British Columbia,1990,Open Sources,Agriculture,Animals Production,2005,424,82,,,12491,,13689,,,,,,
British Columbia,1990,Open Sources,Agriculture,Crop Production,37222,10250,3706,,,,,,,,,,,
British Columbia,1990,Open Sources,Agriculture,Fertilizer Application,241,118,34,,,,,2347,,,,,,
British Columbia,1990,Open Sources,Agriculture,Agriculture - Fuel Combustion,22,16,15,665,259,10,81,6,4.2,5.7,0.3,0.008,,
British Columbia,1990,Open Sources,Construction Operation,all subsectors,143311,43014,8626,293,565,9,101,10,1,2,0.5,0.007,,
British Columbia,1990,Open Sources,Dust from Paved Roads,all subsectors,363402,69653,16709,,,,,,,,,,,
British Columbia,1990,Open Sources,Dust from Unpaved Roads,all subsectors,200604,69959,10454,,,,,,,,,,,
British Columbia,1990,Open Sources,Dust from Coal Transportation,all subsectors,1109,554,112,,,,,,,,,,,
British Columbia,1990,Open Sources,Waste,all subsectors,2002,1204,954,27,357,2113,21786,798,,,128.7,1.61,380.45,56.1
British Columbia,1990,Open Sources,Waste,Landfills,1823,1020,775,16,159,1745,20669,,,,67.8,,,
British Columbia,1990,Open Sources,Waste,Water and Sewage Treatment,1,,1,,119,35,116,791,,,22.6,,,
British Columbia,1990,Open Sources,Waste,Energy from Waste,,6,,,13,,71,,,,,,,
British Columbia,1990,Open Sources,Waste,Open Burning,177,177,177,11,66,332,930,7,,,37.8,1.61,380.45,56.1
British Columbia,1990,Open Sources,Waste,Waste Treatment and Disposal,1,1,,,,,,,,,0.5,,,
British Columbia,1990,Open Sources,Mine Tailings,all subsectors,19040,1523,381,,,,,,,,,,,
British Columbia,1990,Open Sources,Prescribed Burning,all subsectors,40189,31124,28405,151,6044,36261,335718,967,,,,6.044,,7796.1
British Columbia,1991,Industrial Sources,Aluminum Industry,all subsectors,3378,2849,2321,2297,127,8,110,2,,,4.8,,,
British Columbia,1991,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,3378,2849,2321,2297,127,8,110,2,,,4.8,,,
British Columbia,1991,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Asphalt Paving Industry,all subsectors,778,229,69,114,188,656,293,,36.2,1.4,1.3,,,1.5
British Columbia,1991,Industrial Sources,Cement and Concrete Industry,all subsectors,6144,2088,1017,1384,5183,92,509,1,12.5,0.1,32.6,,,
British Columbia,1991,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,976,528,228,1378,4946,80,423,,,,17.1,,,
British Columbia,1991,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,180,34,19,1,174,9,50,1,,,15.5,,,
British Columbia,1991,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,4987,1526,771,4,63,3,36,,12.5,0.1,,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,all subsectors,811,137,129,215,629,306,479,12,,,20,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,Chemical Manufacture,708,43,40,211,606,30,125,12,,,20,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,15,6,2,,,226,,,,,,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,Petrochemical Industry,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,1,1,1,4,20,21,5,,,,,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,Fertilizer Production,88,88,87,,3,30,349,,,,,,,
British Columbia,1991,Industrial Sources,Chemicals Industry,Other (Chemical Industries),,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Mineral Products Industry,all subsectors,129,64,21,1,61,2,31,,,,,,,
British Columbia,1991,Industrial Sources,Mineral Products Industry,Clay Products,57,23,5,,8,1,6,,,,,,,
British Columbia,1991,Industrial Sources,Mineral Products Industry,Brick Products,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Mineral Products Industry,Other Mineral Products,72,42,16,1,53,2,26,,,,,,,
British Columbia,1991,Industrial Sources,Foundries,all subsectors,338,126,137,6,45,58,521,,,,6,,,
British Columbia,1991,Industrial Sources,Foundries,Ferrous Foundries,338,126,137,6,45,58,521,,,,6,,,
British Columbia,1991,Industrial Sources,Foundries,Non-ferrous Foundries,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Foundries,Die Casting,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Grain Industries,all subsectors,26607,4318,380,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Iron and Steel Industries,all subsectors,68,42,38,3,48,69,11,,,,5.2,,,
British Columbia,1991,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),62,40,37,3,45,48,10,,,,,,,
British Columbia,1991,Industrial Sources,Iron and Steel Industries,Steel Recycling,6,2,1,1,3,21,1,,,,5.2,,,
British Columbia,1991,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Iron Ore Mining Industry,all subsectors,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Iron Ore Mining Industry,Pelletizing,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,all subsectors,76136,10802,3163,5312,6868,1608,1243,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,4852,1368,359,1,56,3,11,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,62113,5040,621,2007,4861,335,1112,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,8294,4322,2164,3304,1862,1271,60,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,Potash,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,Silica Production,75,7,2,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Mining and Rock Quarrying,Other Minerals,802,65,17,,89,,60,,,,,,,
British Columbia,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,2302,1738,1398,15114,98,5,20,68,,,2460,,,
British Columbia,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,2302,1738,1398,15114,98,5,20,68,,,2460,,,
British Columbia,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Pulp and Paper Industry,all subsectors,66141,48406,26641,28790,23532,6572,99574,1569,,,30.4,,,
British Columbia,1991,Industrial Sources,Wood Industry,all subsectors,75870,41680,24645,711,9170,68476,703505,2270,2487.3,73.3,185.4,1.148,,147.5
British Columbia,1991,Industrial Sources,Wood Industry,Sawmills,62928,34949,20239,581,7415,58996,617227,1822,2262.4,65.2,168.2,1.016,,134
British Columbia,1991,Industrial Sources,Wood Industry,Panel Board Mills,8010,4374,2801,92,1388,7014,63197,309,224.9,8.1,17.2,0.132,,13.5
British Columbia,1991,Industrial Sources,Wood Industry,Other Wood Products,4931,2357,1606,37,366,2467,23081,139,,,,,,
British Columbia,1991,Industrial Sources,Upstream Petroleum Industry,all subsectors,177,177,177,9110,10257,19120,13358,9,,,,,,
British Columbia,1991,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,177,177,177,9110,10257,19120,13358,9,,,,,,
British Columbia,1991,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Downstream Petroleum Industry,all subsectors,542,373,235,12018,1318,10742,10321,5,,,5.2,,,
British Columbia,1991,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,528,369,231,11872,1166,5507,10270,5,,,3.5,,,
British Columbia,1991,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,14,4,4,146,152,5235,50,,,,1.8,,,
British Columbia,1991,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,all subsectors,2090,829,563,810,3857,2486,1781,25,,,15.1,,,
British Columbia,1991,Industrial Sources,Other Industries,Metal Fabrication,130,88,45,15,14,249,18,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Glass Manufacture,45,43,41,188,234,37,11,,,,1.8,,,
British Columbia,1991,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,20,12,9,5,81,47,18,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Electronics,2,,,,,2,,,,,0.2,,,
British Columbia,1991,Industrial Sources,Other Industries,Plastics Manufacture,365,141,98,3,1,1292,1,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Food Preparation,846,293,193,43,462,43,216,1,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Textiles ,,,,,2,,,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Abrasives Manufacture,156,,,,,,,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Bakeries,,1,,,,51,,,,,,,,
British Columbia,1991,Industrial Sources,Other Industries,Other (Other Industries),526,250,178,556,3063,765,1517,24,,,13.1,,,
British Columbia,1991,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,435,441,426,17,5535,1123,23706,,,,,,,
British Columbia,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,418,424,410,16,5056,1090,15400,,,,,,,
British Columbia,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,12,12,12,1,252,25,101,,,,,,,
British Columbia,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,5,5,5,,227,7,8205,,,,,,,
British Columbia,1991,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
British Columbia,1991,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,255,242,238,679,2683,132,1949,26,22.1,37.3,6,0.023,0.004,0.3
British Columbia,1991,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,324,191,157,356,3420,392,3927,14,,,1.4,,,
British Columbia,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,,,,,,,,,,,,,,
British Columbia,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,163,73,70,144,2219,153,570,14,,,,,,
British Columbia,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),162,118,87,212,1201,239,3357,,,,1.4,,,
British Columbia,1991,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,267,240,233,172,3237,163,1238,42,30.6,50.8,7.1,0.041,0.004,0.4
British Columbia,1991,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,22458,21268,21235,282,1975,27084,134434,178,271.1,15.5,4.1,0.705,,10420.5
British Columbia,1991,Mobile Sources,Air Transportation,all subsectors,134,134,115,892,9099,871,11400,5,17115.2,,,,,1.9
British Columbia,1991,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,2012,2012,1952,1262,19833,1807,7098,23,,,,0.233,,51.9
British Columbia,1991,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,201,201,185,202,8294,9868,158883,87,,,,0.005,,136
British Columbia,1991,Mobile Sources,Light-duty diesel trucks,all subsectors,61,61,59,28,353,54,207,1,,,,0.05,,6.5
British Columbia,1991,Mobile Sources,Light-duty diesel vehicles,all subsectors,67,67,65,29,97,26,78,1,,,,0.022,,3.6
British Columbia,1991,Mobile Sources,Light-duty gasoline trucks,all subsectors,376,376,346,420,21735,14575,172375,138,,,,0.006,,56
British Columbia,1991,Mobile Sources,Light-duty gasoline vehicles,all subsectors,749,749,689,940,34579,31232,320175,375,,,,0.017,,46.9
British Columbia,1991,Mobile Sources,Marine Transportation,all subsectors,3627,3482,3203,26370,47043,2178,4073,57,188.9,64.9,1.5,6.3,,37.8
British Columbia,1991,Mobile Sources,Motorcycles,all subsectors,2,2,2,3,47,184,1230,1,,,,,,0.5
British Columbia,1991,Mobile Sources,Off-road use of diesel,all subsectors,2485,2485,2435,635,20167,3570,14388,11,,,,,,
British Columbia,1991,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,1278,1229,1155,141,2276,64415,204591,16,,,,,,0.1
British Columbia,1991,Mobile Sources,Rail Transportation,all subsectors,742,742,720,1147,33142,1357,3277,10,62.3,20.8,20.8,0.251,,12.6
British Columbia,1991,Mobile Sources,Tire wear & Brake Lining,all subsectors,397,397,97,,,,,,,,,,,
British Columbia,1991,Incineration Sources,Crematorium,all subsectors,2,1,2,1,2,,2,,0.5,0.1,23.3,0.266,2.344,
British Columbia,1991,Incineration Sources,Industrial & Commercial Incineration,all subsectors,,,,,,,,,,,,,,
British Columbia,1991,Incineration Sources,Municipal Incineration,all subsectors,125,134,94,125,466,31,216,,,,101.3,,,
British Columbia,1991,Incineration Sources,Other Incineration & Utilities,all subsectors,,,,,,,,,,,55.5,,,
